ID,Name,Research
4084,Red Pin Flag,1
4085,Green Pin Flag,1
4086,Blue Pin Flag,1
4087,Yellow Pin Flag,1
4088,Purple Pin Flag,1
4089,Golf Tee,1
4090,Shell Pile,100
4091,Anti-Portal Block,100
4092,Golf Club (Putter),1
4093,Golf Club (Wedge),1
4094,Golf Club (Driver),1
4095,Golf Whistle,1
4096,Ebonwood Toilet,1
4097,Rich Mahogany Toilet,1
4098,Pearlwood Toilet,1
4099,Living Wood Toilet,1
4100,Cactus Toilet,1
4101,Bone Toilet,1
4102,Flesh Toilet,1
4103,Mushroom Toilet,1
4104,Skyware Toilet,1
4105,Shadewood Toilet,1
4106,Lihzahrd Toilet,1
4107,Blue Dungeon Toilet,1
4108,Green Dungeon Toilet,1
4109,Pink Dungeon Toilet,1
4110,Obsidian Toilet,1
4111,Frozen Toilet,1
4112,Glass Toilet,1
4113,Honey Toilet,1
4114,Steampunk Toilet,1
4115,Pumpkin Toilet,1
4116,Spooky Toilet,1
4117,Dynasty Toilet,1
4118,Palm Wood Toilet,1
4119,Boreal Wood Toilet,1
4120,Slime Toilet,1
4121,Martian Toilet,1
4122,Granite Toilet,1
4123,Marble Toilet,1
4124,Crystal Toilet,1
4125,Spider Toilet,1
4126,Lesion Toilet,1
4127,Diamond Toilet,1
4128,Maid Bonnet,1
4129,Maid Dress,1
4130,Maid Shoes,1
4131,Void Bag,1
4132,Pink Maid Bonnet,1
4133,Pink Maid Dress,1
4134,Pink Maid Shoes,1
4135,Country Club Cap,1
4136,Country Club Vest,1
4137,Country Club Trousers,1
4138,Country Club Visor,1
4139,Spider Nest Block,100
4140,Spider Nest Wall,400
4141,Meteorite Toilet,1
4142,Decay Chamber,1
4144,Terragrim,1
4145,Solar Bathtub,1
4146,Solar Bed,1
4147,Solar Bookcase,1
4148,Solar Dresser,1
4149,Solar Candelabra,1
4150,Solar Candle,1
4151,Solar Chair,1
4152,Solar Chandelier,1
4153,Solar Chest,1
4154,Solar Clock,1
4155,Solar Door,1
4156,Solar Lamp,1
4157,Solar Lantern,1
4158,Solar Piano,1
4159,Solar Platform,200
4160,Solar Sink,1
4161,Solar Sofa,1
4162,Solar Table,1
4163,Solar Work Bench,1
4164,Trapped Solar Chest,1
4165,Solar Toilet,1
4166,Vortex Bathtub,1
4167,Vortex Bed,1
4168,Vortex Bookcase,1
4169,Vortex Dresser,1
4170,Vortex Candelabra,1
4171,Vortex Candle,1
4172,Vortex Chair,1
4173,Vortex Chandelier,1
4174,Vortex Chest,1
4175,Vortex Clock,1
4176,Vortex Door,1
4177,Vortex Lamp,1
4178,Vortex Lantern,1
4179,Vortex Piano,1
4180,Vortex Platform,200
4181,Vortex Sink,1
4182,Vortex Sofa,1
4183,Vortex Table,1
4184,Vortex Work Bench,1
4185,Trapped Vortex Chest,1
4186,Vortex Toilet,1
4187,Nebula Bathtub,1
4188,Nebula Bed,1
4189,Nebula Bookcase,1
4190,Nebula Dresser,1
4191,Nebula Candelabra,1
4192,Nebula Candle,1
4193,Nebula Chair,1
4194,Nebula Chandelier,1
4195,Nebula Chest,1
4196,Nebula Clock,1
4197,Nebula Door,1
4198,Nebula Lamp,1
4199,Nebula Lantern,1
4200,Nebula Piano,1
4201,Nebula Platform,200
4202,Nebula Sink,1
4203,Nebula Sofa,1
4204,Nebula Table,1
4205,Nebula Work Bench,1
4206,Trapped Nebula Chest,1
4207,Nebula Toilet,1
4208,Stardust Bathtub,1
4209,Stardust Bed,1
4210,Stardust Bookcase,1
4211,Stardust Dresser,1
4212,Stardust Candelabra,1
4213,Stardust Candle,1
4214,Stardust Chair,1
4215,Stardust Chandelier,1
4216,Stardust Chest,1
4217,Stardust Clock,1
4218,Stardust Door,1
4219,Stardust Lamp,1
4220,Stardust Lantern,1
4221,Stardust Piano,1
4222,Stardust Platform,200
4223,Stardust Sink,1
4224,Stardust Sofa,1
4225,Stardust Table,1
4226,Stardust Work Bench,1
4227,Trapped Stardust Chest,1
4228,Stardust Toilet,1
4229,Solar Brick,100
4230,Vortex Brick,100
4231,Nebula Brick,100
4232,Stardust Brick,100
4233,Solar Brick Wall,400
4234,Vortex Brick Wall,400
4235,Nebula Brick Wall,400
4236,Stardust Brick Wall,400
4237,Music Box (Day Remix),1
4238,Cracked Blue Brick,100
4239,Cracked Green Brick,100
4240,Cracked Pink Brick,100
4241,Wild Flower Seeds,25
4242,Black Golf Ball,1
4243,Blue Golf Ball,1
4244,Brown Golf Ball,1
4245,Cyan Golf Ball,1
4246,Green Golf Ball,1
4247,Lime Golf Ball,1
4248,Orange Golf Ball,1
4249,Pink Golf Ball,1
4250,Purple Golf Ball,1
4251,Red Golf Ball,1
4252,Sky Blue Golf Ball,1
4253,Teal Golf Ball,1
4254,Violet Golf Ball,1
4255,Yellow Golf Ball,1
4256,Amber Robe,1
4257,Amber Hook,1
4258,Orange Phaseblade,1
4259,Orange Phasesaber,1
4260,Orange Stained Glass,400
4261,Orange Pressure Plate,5
4262,Snake Charmer's Flute,1
4263,Magic Conch,1
4264,Golf Cart Keys,1
4265,Golf Chest,1
4266,Trapped Golf Chest,1
4267,Sandstone Chest,1
4268,Trapped Sandstone Chest,1
4269,Sanguine Staff,1
4270,Blood Thorn,1
4271,Bloody Tear,3
4272,Drippler Crippler,1
4273,Vampire Frog Staff,1
4274,Gold Goldfish,3
4275,Gold Fish Bowl,1
4276,Bast Statue,1
4277,Gold Starry Block,100
4278,Blue Starry Block,100
4279,Gold Starry Wall,400
4280,Blue Starry Wall,400
4281,Finch Staff,1
4282,Apricot,5
4283,Banana,5
4284,Blackcurrant,5
4285,Blood Orange,5
4286,Cherry,5
4287,Coconut,5
4288,Dragon Fruit,5
4289,Elderberry,5
4290,Grapefruit,5
4291,Lemon,5
4292,Mango,5
4293,Peach,5
4294,Pineapple,5
4295,Plum,5
4296,Rambutan,5
4297,Star Fruit,5
4298,Sandstone Bathtub,1
4299,Sandstone Bed,1
4300,Sandstone Bookcase,1
4301,Sandstone Dresser,1
4302,Sandstone Candelabra,1
4303,Sandstone Candle,1
4304,Sandstone Chair,1
4305,Sandstone Chandelier,1
4306,Sandstone Clock,1
4307,Sandstone Door,1
4308,Sandstone Lamp,1
4309,Sandstone Lantern,1
4310,Sandstone Piano,1
4311,Sandstone Platform,200
4312,Sandstone Sink,1
4313,Sandstone Sofa,1
4314,Sandstone Table,1
4315,Sandstone Work Bench,1
4316,Sandstone Toilet,1
4317,Haemorrhaxe,1
4318,Void Monolith,1
4319,Arrow Sign,1
4320,Painted Arrow Sign,1
4321,Master Gamer's Jacket,1
4322,Master Gamer's Pants,1
4323,Star Princess Crown,1
4324,Star Princess Dress,1
4325,Chum Caster,1
4326,Plate,1
4327,Black Dragonfly Jar,1
4328,Blue Dragonfly Jar,1
4329,Green Dragonfly Jar,1
4330,Orange Dragonfly Jar,1
4331,Red Dragonfly Jar,1
4332,Yellow Dragonfly Jar,1
4333,Gold Dragonfly Jar,1
4334,Black Dragonfly,5
4335,Blue Dragonfly,5
4336,Green Dragonfly,5
4337,Orange Dragonfly,5
4338,Red Dragonfly,5
4339,Yellow Dragonfly,5
4340,Gold Dragonfly,3
4341,Step Stool,1
4342,Dragonfly Statue,1
4343,Paper Airplane,1
4344,White Paper Airplane,1
4345,Can Of Worms,2
4346,Encumbering Stone,1
4347,Gray Zapinator,1
4348,Orange Zapinator,1
4349,Green Moss,25
4350,Brown Moss,25
4351,Red Moss,25
4352,Blue Moss,25
4353,Purple Moss,25
4354,Lava Moss,25
4355,Boulder Statue,1
4356,Music Box (Journey's Beginning),1
4357,Music Box (Storm),1
4358,Music Box (Graveyard),1
4359,Seagull,5
4360,Seagull Statue,1
4361,Ladybug,5
4362,Gold Ladybug,3
4363,Maggot,5
4364,Maggot Cage,1
4365,Celestial Wand,1
4366,Eucalyptus Sap,1
4367,Blue Kite,1
4368,Blue and Yellow Kite,1
4369,Red Kite,1
4370,Red and Yellow Kite,1
4371,Yellow Kite,1
4372,Ivy,1
4373,Pupfish,5
4374,Grebe,5
4375,Rat,5
4376,Rat Cage,1
4377,Krypton Moss,25
4378,Xenon Moss,25
4379,Wyvern Kite,1
4380,Ladybug Cage,1
4381,Blood Rain Bow,1
4382,Advanced Combat Techniques,1
4383,Desert Torch,100
4384,Coral Torch,100
4385,Corrupt Torch,100
4386,Crimson Torch,100
4387,Hallowed Torch,100
4388,Jungle Torch,100
4389,Argon Moss,25
4390,Rolling Cactus,5
4391,Thin Ice,100
4392,Echo Block,100
4393,Scarab Fish,2
4394,Scorpio Fish,2
4395,Owl,5
4396,Owl Cage,1
4397,Owl Statue,1
4398,Pupfish Bowl,1
4399,Gold Ladybug Cage,1
4400,Geode,5
4401,Flounder,3
4402,Rock Lobster,3
4403,Lobster Tail,5
4404,Inner Tube,1
4405,Frozen Crate,5
4406,Boreal Crate,5
4407,Oasis Crate,5
4408,Mirage Crate,5
4409,Spectre Goggles,1
4410,Oyster,5
4411,Shucked Oyster,5
4412,White Pearl,5
4413,Black Pearl,5
4414,Pink Pearl,5
4415,Stone Door,1
4416,Stone Platform,200
4417,Oasis Water Fountain,1
4418,Water Strider,5
4419,Gold Water Strider,3
4420,Lawn Flamingo,1
4421,Music Box (Underground Jungle),1
4422,Grate,100
4423,Scarab Bomb,99
4424,Wrought Iron Fence,400
4425,Shark Bait,1
4426,Bee Minecart,1
4427,Ladybug Minecart,1
4428,Pigron Minecart,1
4429,Sunflower Minecart,1
4430,Potted Forest Cedar,1
4431,Potted Jungle Cedar,1
4432,Potted Hallow Cedar,1
4433,Potted Forest Tree,1
4434,Potted Jungle Tree,1
4435,Potted Hallow Tree,1
4436,Potted Forest Palm,1
4437,Potted Jungle Palm,1
4438,Potted Hallow Palm,1
4439,Potted Forest Bamboo,1
4440,Potted Jungle Bamboo,1
4441,Potted Hallow Bamboo,1
4442,Scarab Fishing Rod,1
4443,Demonic Hellcart,1
4444,Witch's Broom,1
4445,Cluster Rocket I,99
4446,Cluster Rocket II,99
4447,Wet Rocket,99
4448,Lava Rocket,99
4449,Honey Rocket,99
4450,Shroom Minecart,1
4451,Amethyst Minecart,1
4452,Topaz Minecart,1
4453,Sapphire Minecart,1
4454,Emerald Minecart,1
4455,Ruby Minecart,1
4456,Diamond Minecart,1
4457,Mini Nuke I,99
4458,Mini Nuke II,99
4459,Dry Rocket,99
4460,Sandcastle Bucket,1
4461,Turtle Cage,1
4462,Jungle Turtle Cage,1
4463,Gladius,1
4464,Turtle,5
4465,Jungle Turtle,5
4466,Turtle Statue,1
4467,Amber Minecart,1
4468,Beetle Minecart,1
4469,Meowmere Minecart,1
4470,Party Wagon,1
4471,The Dutchman,1
4472,Steampunk Minecart,1
4473,Grebe Cage,1
4474,Seagull Cage,1
4475,Water Strider Cage,1
4476,Gold Water Strider Cage,1
4477,Lesser Luck Potion,20
4478,Luck Potion,20
4479,Greater Luck Potion,20
4480,Seahorse,5
4481,Seahorse Cage,1
4482,Gold Seahorse,3
4483,Gold Seahorse Cage,1
4484,1/2 Second Timer,1
4485,1/4 Second Timer,1
4486,Ebonstone Wall,400
4487,Mud Wall,400
4488,Pearlstone Wall,400
4489,Snow Wall,400
4490,Amethyst Stone Wall,400
4491,Topaz Stone Wall,400
4492,Sapphire Stone Wall,400
4493,Emerald Stone Wall,400
4494,Ruby Stone Wall,400
4495,Diamond Stone Wall,400
4496,Green Mossy Wall,400
4497,Brown Mossy Wall,400
4498,Red Mossy Wall,400
4499,Blue Mossy Wall,400
4500,Purple Mossy Wall,400
4501,Rocky Dirt Wall,400
4502,Old Stone Wall,400
4503,Spider Wall,400
4504,Corrupt Grass Wall,400
4505,Hallowed Grass Wall,400
4506,Ice Wall,400
4507,Obsidian Wall,400
4508,Crimson Grass Wall,400
4509,Crimstone Wall,400
4510,Cave Dirt Wall,400
4511,Rough Dirt Wall,400
4512,Craggy Stone Wall,400
4513,Corrupt Growth Wall,400
4514,Corrupt Mass Wall,400
4515,Corrupt Pustule Wall,400
4516,Corrupt Tendril Wall,400
4517,Crimson Crust Wall,400
4518,Crimson Scab Wall,400
4519,Crimson Teeth Wall,400
4520,Crimson Blister Wall,400
4521,Layered Dirt Wall,400
4522,Crumbling Dirt Wall,400
4523,Cracked Dirt Wall,400
4524,Wavy Dirt Wall,400
4525,Hallowed Prism Wall,400
4526,Hallowed Cavern Wall,400
4527,Hallowed Shard Wall,400
4528,Hallowed Crystalline Wall,400
4529,Lichen Stone Wall,400
4530,Leafy Jungle Wall,400
4531,Ivy Stone Wall,400
4532,Jungle Vine Wall,400
4533,Ember Wall,400
4534,Cinder Wall,400
4535,Magma Wall,400
4536,Smouldering Stone Wall,400
4537,Worn Stone Wall,400
4538,Stalactite Stone Wall,400
4539,Mottled Stone Wall,400
4540,Fractured Stone Wall,400
4541,The Bride Banner,1
4542,Zombie Merman Banner,1
4543,Wandering Eye Fish Banner,1
4544,Blood Squid Banner,1
4545,Blood Eel Banner,1
4546,Hemogoblin Shark Banner,1
4547,Large Bamboo,100
4548,Large Bamboo Wall,400
4549,Demon Horns,1
4550,Bamboo Leaf,1
4551,Slice of Hell Cake,1
4552,Fog Machine,1
4553,Plasma Lamp,1
4554,Marble Column,50
4555,Chef Hat,1
4556,Chef Uniform,1
4557,Chef Pants,1
4558,Star Hairpin,1
4559,Heart Hairpin,1
4560,Bunny Ears,1
4561,Devil Horns,1
4562,Fedora,1
4563,Fake Unicorn Horn,1
4564,Bamboo,100
4565,Bamboo Wall,400
4566,Bamboo Bathtub,1
4567,Bamboo Bed,1
4568,Bamboo Bookcase,1
4569,Bamboo Dresser,1
4570,Bamboo Candelabra,1
4571,Bamboo Candle,1
4572,Bamboo Chair,1
4573,Bamboo Chandelier,1
4574,Bamboo Chest,1
4575,Bamboo Clock,1
4576,Bamboo Door,1
4577,Bamboo Lamp,1
4578,Bamboo Lantern,1
4579,Bamboo Piano,1
4580,Bamboo Platform,200
4581,Bamboo Sink,1
4582,Bamboo Sofa,1
4583,Bamboo Table,1
4584,Bamboo Work Bench,1
4585,Trapped Bamboo Chest,1
4586,Bamboo Toilet,1
4587,Worn Golf Club (Iron),1
4588,Worn Golf Club (Putter),1
4589,Worn Golf Club (Wedge),1
4590,Worn Golf Club (Driver),1
4591,Fancy Golf Club (Iron),1
4592,Fancy Golf Club (Putter),1
4593,Fancy Golf Club (Wedge),1
4594,Fancy Golf Club (Driver),1
4595,Premium Golf Club (Iron),1
4596,Premium Golf Club (Putter),1
4597,Premium Golf Club (Wedge),1
4598,Premium Golf Club (Driver),1
4599,Bronze Golf Trophy,1
4600,Silver Golf Trophy,1
4601,Gold Golf Trophy,1
4602,Dreadnautilus Banner,1
4603,Birdie Rattle,1
4604,Exotic Chew Toy,1
4605,Bedazzled Nectar,1
4606,Music Box (Jungle Night),1
4607,Desert Tiger Staff,1
4608,Chum Bucket,25
4609,Garden Gnome,1
4610,Bone Serpent Kite,1
4611,World Feeder Kite,1
4612,Bunny Kite,1
4613,Pigron Kite,1
4614,Apple Juice,5
4615,Grape Juice,5
4616,Lemonade,5
4617,Frozen Banana Daiquiri,5
4618,Peach Sangria,5
4619,Piña Colada,5
4620,Tropical Smoothie,5
4621,Bloody Moscato,5
4622,Smoothie of Darkness,5
4623,Prismatic Punch,5
4624,Fruit Juice,5
4625,Fruit Salad,5
4626,Andrew Sphinx,1
4627,Watchful Antlion,1
4628,Burning Spirit,1
4629,Jaws of Death,1
4630,The Sands of Slime,1
4631,"Snakes, I Hate Snakes",1
4632,Life Above the Sand,1
4633,Oasis,1
4634,Prehistory Preserved,1
4635,Ancient Tablet,1
4636,Uluru,1
4637,Visiting the Pyramids,1
4638,Bandage Boy,1
4639,Divine Eye,1
4640,Amethyst Stone Block,100
4641,Topaz Stone Block,100
4642,Sapphire Stone Block,100
4643,Emerald Stone Block,100
4644,Ruby Stone Block,100
4645,Diamond Stone Block,100
4646,Amber Stone Block,100
4647,Amber Stone Wall,400
4648,Man Eater Kite,1
4649,Blue Jellyfish Kite,1
4650,Pink Jellyfish Kite,1
4651,Shark Kite,1
4652,Superhero Mask,1
4653,Superhero Costume,1
4654,Superhero Tights,1
4655,Pink Fairy Jar,1
4656,Green Fairy Jar,1
4657,Blue Fairy Jar,1
4658,The Rolling Greens,1
4659,Study of a Ball at Rest,1
4660,Fore!,1
4661,The Duplicity of Reflections,1
4662,Fogbound Dye,3
4663,Bloodbath Dye,3
4664,Pretty Pink Dress,1
4665,Pretty Pink Stockings,1
4666,Pretty Pink Ribbon,1
4667,Bamboo Fence,400
4668,Illuminant Coating,100
4669,Sand Shark Kite,1
4670,Corrupt Bunny Kite,1
4671,Vicious Bunny Kite,1
4672,Leather Whip,1
4673,Drumstick,1
4674,Goldfish Kite,1
4675,Angry Trapper Kite,1
4676,Koi Kite,1
4677,Crawltipede Kite,1
4678,Durendal,1
4679,Morning Star,1
4680,Dark Harvest,1
4681,Spectrum Kite,1
4682,Release Doves,5
4683,Wandering Eye Kite,1
4684,Unicorn Kite,1
4685,Gravedigger Hat,1
4686,Gravedigger Coat,1
4687,Angry Dandelion Banner,1
4688,Gnome Banner,1
4689,Desert Campfire,1
4690,Coral Campfire,1
4691,Corrupt Campfire,1
4692,Crimson Campfire,1
4693,Hallowed Campfire,1
4694,Jungle Campfire,1
4695,Soul of Light in a Bottle,1
4696,Soul of Night in a Bottle,1
4697,Soul of Flight in a Bottle,1
4698,Soul of Sight in a Bottle,1
4699,Soul of Might in a Bottle,1
4700,Soul of Fright in a Bottle,1
4701,Mud Bud,1
4702,Release Lantern,5
4703,Quad-Barrel Shotgun,1
4704,Funeral Hat,1
4705,Funeral Coat,1
4706,Funeral Pants,1
4707,Tragic Umbrella,1
4708,Victorian Goth Hat,1
4709,Victorian Goth Dress,1
4710,Tattered Wood Sign,1
4711,Gravedigger's Shovel,1
4712,Desert Chest,1
4713,Trapped Desert Chest,1
4714,Desert Key,1
4715,Stellar Tune,1
4716,Mollusk Whistle,1
4717,Boreal Beam,50
4718,Rich Mahogany Beam,50
4719,Granite Column,50
4720,Sandstone Column,50
4721,Mushroom Beam,50
4723,Nevermore,1
4724,Reborn,1
4725,Graveyard,1
4726,Ghost Manifestation,1
4727,Wicked Undead,1
4728,Bloody Goblet,1
4729,Still Life,1
4730,Ghostar's Infinity Eight,1
4731,Terra Toilet,1
4732,Ghostar's Soul Jar,1
4733,Ghostar's Garb,1
4734,Ghostar's Tights,1
4735,Ball O' Fuse Wire,1
4736,Full Moon Squeaky Toy,1
4737,Ornate Shadow Key,1
4738,Dr. Man Fly Mask,1
4739,Dr. Man Fly's Lab Coat,1
4740,Butcher Mask,1
4741,Butcher's Bloodstained Apron,1
4742,Butcher's Bloodstained Pants,1
4743,Football,1
4744,Hunter Cloak,1
4745,Coffin Minecart,1
4746,Safeman's Blanket Cape,1
4747,Safeman's Sunny Day,1
4748,Safeman's Sun Dress,1
4749,Safeman's Pink Leggings,1
4750,FoodBarbarian's Tattered Dragon Wings,1
4751,FoodBarbarian's Horned Helm,1
4752,FoodBarbarian's Wild Wolf Spaulders,1
4753,FoodBarbarian's Savage Greaves,1
4754,Grox The Great's Wings,1
4755,Grox The Great's Horned Cowl,1
4756,Grox The Great's Chestplate,1
4757,Grox The Great's Greaves,1
4758,Blade Staff,1
4759,Squirrel Hook,1
4760,Sergeant United Shield,1
4761,Rock Golem Head,1
4762,Critter Shampoo,1
4763,Digging Molecart,1
4764,Shroomerang,1
4765,Tree Globe,1
4766,World Globe,1
4767,Guide to Critter Companionship,1
4768,Dog Ears,1
4769,Dog Tail,1
4770,Fox Ears,1
4771,Fox Tail,1
4772,Lizard Ears,1
4773,Lizard Tail,1
4774,Panda Ears,1
4775,Bunny Tail,1
4776,Fairy Glowstick,100
4777,Lightning Carrot,1
4778,Prismatic Dye,3
4779,Mushroom Hat,1
4780,Mushroom Vest,1
4781,Mushroom Pants,1
4782,Treasure Bag (Empress of Light),3
4783,Empress of Light Trophy,1
4784,Empress of Light Mask,1
4785,Dusty Rawhide Saddle,1
4786,Royal Gilded Saddle,1
4787,Black Studded Saddle,1
4788,Jousting Lance,1
4789,Shadow Jousting Lance,1
4790,Hallowed Jousting Lance,1
4791,Pogo Stick,1
4792,The Black Spot,1
4793,Hexxed Branch,1
4794,Toy Tank,1
4795,Goat Skull,1
4796,Dark Mage's Tome,1
4797,Royal Delight,1
4798,Suspicious Grinning Eye,1
4799,Writhing Remains,1
4800,Brain in a Jar,1
4801,Possessed Skull,1
4802,Sparkling Honey,1
4803,Deactivated Probe,1
4804,Pair of Eyeballs,1
4805,Robotic Skull,1
4806,Plantera Seedling,1
4807,Guardian Golem,1
4808,Pork of the Sea,1
4809,Tablet Fragment,1
4810,Piece of Moon Squid,1
4811,Jewel of Light,1
4812,Pumpkin Scented Candle,1
4813,Shrub Star,1
4814,Frozen Crown,1
4815,Cosmic Skateboard,1
4816,Ogre's Club,1
4817,Betsy's Egg,1
4818,Combat Wrench,1
4819,Demon Conch,1
4820,Bottomless Lava Bucket,1
4821,Lavaproof Bug Net,1
4822,Flame Waker Boots,1
4823,Empress Wings,1
4824,Wet Bomb,99
4825,Lava Bomb,99
4826,Honey Bomb,99
4827,Dry Bomb,99
4828,Superheated Blood,1
4829,Cat License,5
4830,Dog License,5
4831,Amethyst Squirrel,5
4832,Topaz Squirrel,5
4833,Sapphire Squirrel,5
4834,Emerald Squirrel,5
4835,Ruby Squirrel,5
4836,Diamond Squirrel,5
4837,Amber Squirrel,5
4838,Amethyst Bunny,5
4839,Topaz Bunny,5
4840,Sapphire Bunny,5
4841,Emerald Bunny,5
4842,Ruby Bunny,5
4843,Diamond Bunny,5
4844,Amber Bunny,5
4845,Hell Butterfly,5
4846,Hell Butterfly Jar,1
4847,Lavafly,5
4848,Lavafly in a Bottle,1
4849,Magma Snail,5
4850,Magma Snail Cage,1
4851,Topaz Gemcorn,5
4852,Amethyst Gemcorn,5
4853,Sapphire Gemcorn,5
4854,Emerald Gemcorn,5
4855,Ruby Gemcorn,5
4856,Diamond Gemcorn,5
4857,Amber Gemcorn,5
4858,Hanging Pot,1
4859,Hanging Daybloom,1
4860,Hanging Moonglow,1
4861,Hanging Waterleaf,1
4862,Hanging Shiverthorn,1
4863,Hanging Blinkroot,1
4864,Hanging Corrupt Deathweed,1
4865,Hanging Crimson Deathweed,1
4866,Hanging Fireblossom,1
4867,Hanging Brazier,1
4868,Mini Volcano,1
4869,Large Volcano,1
4870,Potion of Return,20
4871,Sakura Sapling,25
4872,Lava Absorbant Sponge,1
4873,Hallowed Hood,1
4874,Hellfire Treads,1
4875,Jungle Pylon,1
4876,Forest Pylon,1
4877,Obsidian Crate,5
4878,Hellstone Crate,5
4879,Obsidian Lock Box,5
4880,Lava Serpent Bowl,1
4881,Lavaproof Fishing Hook,1
4882,Amethyst Bunny Cage,1
4883,Topaz Bunny Cage,1
4884,Sapphire Bunny Cage,1
4885,Emerald Bunny Cage,1
4886,Ruby Bunny Cage,1
4887,Diamond Bunny Cage,1
4888,Amber Bunny Cage,1
4889,Amethyst Squirrel Cage,1
4890,Topaz Squirrel Cage,1
4891,Sapphire Squirrel Cage,1
4892,Emerald Squirrel Cage,1
4893,Ruby Squirrel Cage,1
4894,Diamond Squirrel Cage,1
4895,Amber Squirrel Cage,1
4896,Ancient Hallowed Mask,1
4897,Ancient Hallowed Helmet,1
4898,Ancient Hallowed Headgear,1
4899,Ancient Hallowed Hood,1
4900,Ancient Hallowed Plate Mail,1
4901,Ancient Hallowed Greaves,1
4902,Potted Magma Palm,1
4903,Potted Brimstone Bush,1
4904,Potted Fire Brambles,1
4905,Potted Lava Bulb,1
4906,Potted Ember Tendrils,1
4907,Yellow Willow Sapling,25
4908,Dirt Bomb,99
4909,Sticky Dirt Bomb,99
4910,Bunny License,5
4911,Cool Whip,1
4912,Firecracker,1
4913,Snapthorn,1
4914,Kaleidoscope,1
4915,Tungsten Bullet,99
4916,Hallow Pylon,1
4917,Cavern Pylon,1
4918,Ocean Pylon,1
4919,Desert Pylon,1
4920,Snow Pylon,1
4921,Mushroom Pylon,1
4922,Cavern Water Fountain,1
4923,Starlight,1
4924,Eye of Cthulhu Relic,1
4925,Eater of Worlds Relic,1
4926,Brain of Cthulhu Relic,1
4927,Skeletron Relic,1
4928,Queen Bee Relic,1
4929,King Slime Relic,1
4930,Wall of Flesh Relic,1
4931,Twins Relic,1
4932,Destroyer Relic,1
4933,Skeletron Prime Relic,1
4934,Plantera Relic,1
4935,Golem Relic,1
4936,Duke Fishron Relic,1
4937,Lunatic Cultist Relic,1
4938,Moon Lord Relic,1
4939,Martian Saucer Relic,1
4940,Flying Dutchman Relic,1
4941,Mourning Wood Relic,1
4942,Pumpking Relic,1
4943,Ice Queen Relic,1
4944,Everscream Relic,1
4945,Santa-NK1 Relic,1
4946,Dark Mage Relic,1
4947,Ogre Relic,1
4948,Betsy Relic,1
4949,Empress of Light Relic,1
4950,Queen Slime Relic,1
4951,Universal Pylon,1
4952,Nightglow,1
4953,Eventide,1
4954,Celestial Starboard,1
4955,Rabbit Perch,1
4956,Zenith,1
4957,Treasure Bag (Queen Slime),3
4958,Queen Slime Trophy,1
4959,Queen Slime Mask,1
4960,Regal Delicacy,1
4961,Prismatic Lacewing,3
4962,Stone Accent Slab,100
4963,Truffle Worm Cage,1
4964,Prismatic Lacewing Jar,1
4965,Rock Golem Banner,1
4966,Blood Mummy Banner,1
4967,Spore Skeleton Banner,1
4968,Spore Bat Banner,1
4969,Antlion Larva Banner,1
4970,Vicious Bunny Banner,1
4971,Vicious Goldfish Banner,1
4972,Vicious Penguin Banner,1
4973,Corrupt Mimic Banner,1
4974,Crimson Mimic Banner,1
4975,Hallowed Mimic Banner,1
4976,Moss Hornet Banner,1
4977,Wandering Eye Banner,1
4978,Fledgling Wings,1
4979,Music Box (Queen Slime),1
4980,Hook of Dissonance,1
4981,Gelatinous Pillion,1
4982,Crystal Assassin Hood,1
4983,Crystal Assassin Shirt,1
4984,Crystal Assassin Pants,1
4985,Music Box (Empress Of Light),1
4986,Sparkle Slime Balloon,50
4987,Volatile Gelatin,1
4988,Gelatin Crystal,3
4989,Soaring Insignia,1
4990,Music Box (Duke Fishron),1
4991,Music Box (Morning Rain),1
4992,Music Box (Alt Title),1
4993,Chippy's Couch,1
4994,Blue Graduation Cap,1
4995,Maroon Graduation Cap,1
4996,Black Graduation Cap,1
4997,Blue Graduation Gown,1
4998,Maroon Graduation Gown,1
4999,Black Graduation Gown,1
5000,Terraspark Boots,1
5001,Moon Lord Legs,1
5002,Ocean Crate,5
5003,Seaside Crate,5
5004,Badger's Hat,1
5005,Terraprisma,1
5006,Music Box (Underground Desert),1
5007,Dead Man's Sweater,1
5008,Teapot,1
5009,Teacup,5
5010,Treasure Magnet,1
5011,Mace,1
5012,Flaming Mace,1
5014,Otherworldly Music Box (Rain),1
5015,Otherworldly Music Box (Overworld Day),1
5016,Otherworldly Music Box (Night),1
5017,Otherworldly Music Box (Underground),1
5018,Otherworldly Music Box (Desert),1
5019,Otherworldly Music Box (Ocean),1
5020,Otherworldly Music Box (Mushrooms),1
5021,Otherworldly Music Box (Dungeon),1
5022,Otherworldly Music Box (Space),1
5023,Otherworldly Music Box (Underworld),1
5024,Otherworldly Music Box (Snow),1
5025,Otherworldly Music Box (Corruption),1
5026,Otherworldly Music Box (Underground Corruption),1
5027,Otherworldly Music Box (Crimson),1
5028,Otherworldly Music Box (Underground Crimson),1
5029,Otherworldly Music Box (Ice),1
5030,Otherworldly Music Box (Underground Hallow),1
5031,Otherworldly Music Box (Eerie),1
5032,Otherworldly Music Box (Boss 2),1
5033,Otherworldly Music Box (Boss 1),1
5034,Otherworldly Music Box (Invasion),1
5035,Otherworldly Music Box (The Towers),1
5036,Otherworldly Music Box (Lunar Boss),1
